comment,date,netvalue,totvalue
0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929"", ""0.00%""], ""name"": ""\u5bcc\u56fd\u5b89\u798f30\u5929\u6eda\u52a8\u6301\u6709\u77ed\u503a\u53d1\u8d77C"", ""rate"": 0.0, ""segment"": [[0, 7], [7]]}",0.0,0.0
0,2021-11-22 00:00:00,1.0,1.0
0,2021-11-26 00:00:00,1.0002,1.0002
0,2021-12-03 00:00:00,1.0026,1.0026
0,2021-12-10 00:00:00,1.0043,1.0043
0,2021-12-13 00:00:00,1.0046,1.0046
0,2021-12-14 00:00:00,1.0048,1.0048
0,2021-12-15 00:00:00,1.0049,1.0049
0,2021-12-16 00:00:00,1.0048,1.0048
0,2021-12-17 00:00:00,1.0048,1.0048
0,2021-12-20 00:00:00,1.0046,1.0046
0,2021-12-21 00:00:00,1.0047,1.0047
0,2021-12-22 00:00:00,1.0051,1.0051
0,2021-12-23 00:00:00,1.0059,1.0059
0,2021-12-24 00:00:00,1.0058,1.0058
0,2021-12-27 00:00:00,1.0064,1.0064
0,2021-12-28 00:00:00,1.0067,1.0067
0,2021-12-29 00:00:00,1.0071,1.0071
0,2021-12-30 00:00:00,1.0076,1.0076
0,2021-12-31 00:00:00,1.0079,1.0079
0,2022-01-04 00:00:00,1.0081,1.0081
0,2022-01-05 00:00:00,1.008,1.008
0,2022-01-06 00:00:00,1.0078,1.0078
0,2022-01-07 00:00:00,1.008,1.008
0,2022-01-10 00:00:00,1.0086,1.0086
0,2022-01-11 00:00:00,1.0089,1.0089
0,2022-01-12 00:00:00,1.0089,1.0089
0,2022-01-13 00:00:00,1.009,1.009
0,2022-01-14 00:00:00,1.0089,1.0089
0,2022-01-17 00:00:00,1.0094,1.0094
0,2022-01-18 00:00:00,1.0104,1.0104
0,2022-01-19 00:00:00,1.0115,1.0115
0,2022-01-20 00:00:00,1.012,1.012
0,2022-01-21 00:00:00,1.0123,1.0123
0,2022-01-24 00:00:00,1.0128,1.0128
0,2022-01-25 00:00:00,1.0127,1.0127
0,2022-01-26 00:00:00,1.0125,1.0125
0,2022-01-27 00:00:00,1.0125,1.0125
0,2022-01-28 00:00:00,1.0128,1.0128
0,2022-02-07 00:00:00,1.0134,1.0134
0,2022-02-08 00:00:00,1.0136,1.0136
0,2022-02-09 00:00:00,1.0135,1.0135
0,2022-02-10 00:00:00,1.0136,1.0136
0,2022-02-11 00:00:00,1.0132,1.0132
0,2022-02-14 00:00:00,1.0131,1.0131
0,2022-02-15 00:00:00,1.0133,1.0133
0,2022-02-16 00:00:00,1.0136,1.0136
0,2022-02-17 00:00:00,1.014,1.014
0,2022-02-18 00:00:00,1.0138,1.0138
0,2022-02-21 00:00:00,1.0134,1.0134
0,2022-02-22 00:00:00,1.0129,1.0129
0,2022-02-23 00:00:00,1.0131,1.0131
0,2022-02-24 00:00:00,1.0134,1.0134
0,2022-02-25 00:00:00,1.0135,1.0135
0,2022-02-28 00:00:00,1.0137,1.0137
0,2022-03-01 00:00:00,1.0136,1.0136
0,2022-03-02 00:00:00,1.0134,1.0134
0,2022-03-03 00:00:00,1.0131,1.0131
0,2022-03-04 00:00:00,1.0131,1.0131
0,2022-03-07 00:00:00,1.0132,1.0132
0,2022-03-08 00:00:00,1.0133,1.0133
0,2022-03-09 00:00:00,1.013,1.013
0,2022-03-10 00:00:00,1.0129,1.0129
0,2022-03-11 00:00:00,1.013,1.013
0,2022-03-14 00:00:00,1.0138,1.0138
0,2022-03-15 00:00:00,1.0132,1.0132
0,2022-03-16 00:00:00,1.0132,1.0132
0,2022-03-17 00:00:00,1.0132,1.0132
0,2022-03-18 00:00:00,1.0134,1.0134
0,2022-03-21 00:00:00,1.0136,1.0136
0,2022-03-22 00:00:00,1.0135,1.0135
0,2022-03-23 00:00:00,1.0136,1.0136
0,2022-03-24 00:00:00,1.0137,1.0137
0,2022-03-25 00:00:00,1.0139,1.0139
0,2022-03-28 00:00:00,1.0141,1.0141
0,2022-03-29 00:00:00,1.0142,1.0142
0,2022-03-30 00:00:00,1.0144,1.0144
0,2022-03-31 00:00:00,1.0147,1.0147
0,2022-04-01 00:00:00,1.0152,1.0152
0,2022-04-06 00:00:00,1.0161,1.0161
0,2022-04-07 00:00:00,1.0162,1.0162
0,2022-04-08 00:00:00,1.0162,1.0162
0,2022-04-11 00:00:00,1.0163,1.0163
0,2022-04-12 00:00:00,1.0165,1.0165
0,2022-04-13 00:00:00,1.0168,1.0168
0,2022-04-14 00:00:00,1.0172,1.0172
0,2022-04-15 00:00:00,1.0176,1.0176
0,2022-04-18 00:00:00,1.0174,1.0174
0,2022-04-19 00:00:00,1.0176,1.0176
0,2022-04-20 00:00:00,1.0176,1.0176
0,2022-04-21 00:00:00,1.0179,1.0179
0,2022-04-22 00:00:00,1.0181,1.0181
0,2022-04-25 00:00:00,1.0186,1.0186
0,2022-04-26 00:00:00,1.0187,1.0187
0,2022-04-27 00:00:00,1.0188,1.0188
0,2022-04-28 00:00:00,1.0188,1.0188
0,2022-04-29 00:00:00,1.0189,1.0189
0,2022-05-05 00:00:00,1.0194,1.0194
0,2022-05-06 00:00:00,1.0195,1.0195
0,2022-05-09 00:00:00,1.02,1.02
0,2022-05-10 00:00:00,1.0204,1.0204
0,2022-05-11 00:00:00,1.0205,1.0205
0,2022-05-12 00:00:00,1.0208,1.0208
0,2022-05-13 00:00:00,1.021,1.021
0,2022-05-16 00:00:00,1.0213,1.0213
0,2022-05-17 00:00:00,1.0217,1.0217
0,2022-05-18 00:00:00,1.0221,1.0221
0,2022-05-19 00:00:00,1.0224,1.0224
0,2022-05-20 00:00:00,1.0223,1.0223
0,2022-05-23 00:00:00,1.0228,1.0228
0,2022-05-24 00:00:00,1.0229,1.0229
0,2022-05-25 00:00:00,1.0229,1.0229
0,2022-05-26 00:00:00,1.0233,1.0233
0,2022-05-27 00:00:00,1.0234,1.0234
0,2022-05-30 00:00:00,1.0234,1.0234
0,2022-05-31 00:00:00,1.023,1.023
0,2022-06-01 00:00:00,1.0229,1.0229
0,2022-06-02 00:00:00,1.0226,1.0226
0,2022-06-06 00:00:00,1.0224,1.0224
0,2022-06-07 00:00:00,1.0222,1.0222
0,2022-06-08 00:00:00,1.0223,1.0223
0,2022-06-09 00:00:00,1.0225,1.0225
0,2022-06-10 00:00:00,1.0227,1.0227
0,2022-06-13 00:00:00,1.0229,1.0229
0,2022-06-14 00:00:00,1.0229,1.0229
0,2022-06-15 00:00:00,1.0229,1.0229
0,2022-06-16 00:00:00,1.0231,1.0231
0,2022-06-17 00:00:00,1.0234,1.0234
0,2022-06-20 00:00:00,1.0235,1.0235
0,2022-06-21 00:00:00,1.0235,1.0235
0,2022-06-22 00:00:00,1.0237,1.0237
0,2022-06-23 00:00:00,1.0239,1.0239
0,2022-06-24 00:00:00,1.0241,1.0241
0,2022-06-27 00:00:00,1.024,1.024
0,2022-06-28 00:00:00,1.024,1.024
0,2022-06-29 00:00:00,1.024,1.024
0,2022-06-30 00:00:00,1.0242,1.0242
0,2022-07-01 00:00:00,1.0244,1.0244
0,2022-07-04 00:00:00,1.0243,1.0243
0,2022-07-05 00:00:00,1.0242,1.0242
0,2022-07-06 00:00:00,1.0245,1.0245
0,2022-07-07 00:00:00,1.0246,1.0246
0,2022-07-08 00:00:00,1.0248,1.0248
0,2022-07-11 00:00:00,1.0252,1.0252
0,2022-07-12 00:00:00,1.0254,1.0254
0,2022-07-13 00:00:00,1.0257,1.0257
0,2022-07-14 00:00:00,1.0259,1.0259
0,2022-07-15 00:00:00,1.0262,1.0262
0,2022-07-18 00:00:00,1.0266,1.0266
0,2022-07-19 00:00:00,1.0268,1.0268
0,2022-07-20 00:00:00,1.0271,1.0271
0,2022-07-21 00:00:00,1.0274,1.0274
0,2022-07-22 00:00:00,1.0275,1.0275
0,2022-07-25 00:00:00,1.0277,1.0277
0,2022-07-26 00:00:00,1.028,1.028
0,2022-07-27 00:00:00,1.0282,1.0282
0,2022-07-28 00:00:00,1.0282,1.0282
0,2022-07-29 00:00:00,1.0286,1.0286
0,2022-08-01 00:00:00,1.0292,1.0292
0,2022-08-02 00:00:00,1.0295,1.0295
0,2022-08-03 00:00:00,1.0297,1.0297
0,2022-08-04 00:00:00,1.03,1.03
0,2022-08-05 00:00:00,1.03,1.03
0,2022-08-08 00:00:00,1.03,1.03
0,2022-08-09 00:00:00,1.0297,1.0297
0,2022-08-10 00:00:00,1.0297,1.0297
0,2022-08-11 00:00:00,1.0296,1.0296
0,2022-08-12 00:00:00,1.0297,1.0297
