comment,date,netvalue,totvalue
0.0,"{""feeinfo"": [""\u5c0f\u4e8e7\u5929"", ""1.50%"", ""\u5927\u4e8e\u7b49\u4e8e7\u5929"", ""0.00%""], ""name"": ""\u5609\u5b9e\u6caa\u6df1300\u7ea2\u5229\u4f4e\u6ce2\u52a8ETF\u8054\u63a5C"", ""rate"": 0.0, ""segment"": [[0, 7], [7]]}",0.0,0.0
0.0,2019-12-09 00:00:00,1.0,1.0
0.0,2019-12-13 00:00:00,1.0007,1.0007
0.0,2019-12-16 00:00:00,1.0009,1.0009
0.0,2019-12-17 00:00:00,1.0028,1.0028
0.0,2019-12-18 00:00:00,1.0023,1.0023
0.0,2019-12-19 00:00:00,1.0026,1.0026
0.0,2019-12-20 00:00:00,1.002,1.002
0.0,2019-12-23 00:00:00,0.9975,0.9975
0.0,2019-12-24 00:00:00,0.9988,0.9988
0.0,2019-12-25 00:00:00,0.9967,0.9967
0.0,2019-12-26 00:00:00,1.0013,1.0013
0.0,2019-12-27 00:00:00,1.0019,1.0019
0.0,2019-12-30 00:00:00,1.0077,1.0077
0.0,2019-12-31 00:00:00,1.0114,1.0114
0.0,2020-01-02 00:00:00,1.0226,1.0226
0.0,2020-01-03 00:00:00,1.0223,1.0223
0.0,2020-01-06 00:00:00,1.0199,1.0199
0.0,2020-01-07 00:00:00,1.0246,1.0246
0.0,2020-01-08 00:00:00,1.0131,1.0131
0.0,2020-01-09 00:00:00,1.0174,1.0174
0.0,2020-01-10 00:00:00,1.0155,1.0155
0.0,2020-01-13 00:00:00,1.0162,1.0162
0.0,2020-01-14 00:00:00,1.0171,1.0171
0.0,2020-01-15 00:00:00,1.0076,1.0076
0.0,2020-01-16 00:00:00,1.0017,1.0017
0.0,2020-01-17 00:00:00,1.0008,1.0008
0.0,2020-01-20 00:00:00,1.0042,1.0042
0.0,2020-01-21 00:00:00,0.9913,0.9913
0.0,2020-01-22 00:00:00,0.9912,0.9912
0.0,2020-01-23 00:00:00,0.9715,0.9715
0.0,2020-02-03 00:00:00,0.9043,0.9043
0.0,2020-02-04 00:00:00,0.9208,0.9208
0.0,2020-02-05 00:00:00,0.9251,0.9251
0.0,2020-02-06 00:00:00,0.932,0.932
0.0,2020-02-07 00:00:00,0.933,0.933
0.0,2020-02-10 00:00:00,0.9358,0.9358
0.0,2020-02-11 00:00:00,0.9431,0.9431
0.0,2020-02-12 00:00:00,0.9478,0.9478
0.0,2020-02-13 00:00:00,0.9437,0.9437
0.0,2020-02-14 00:00:00,0.9486,0.9486
0.0,2020-02-17 00:00:00,0.9626,0.9626
0.0,2020-02-18 00:00:00,0.9564,0.9564
0.0,2020-02-19 00:00:00,0.9552,0.9552
0.0,2020-02-20 00:00:00,0.9652,0.9652
0.0,2020-02-21 00:00:00,0.9656,0.9656
0.0,2020-02-24 00:00:00,0.9563,0.9563
0.0,2020-02-25 00:00:00,0.9442,0.9442
0.0,2020-02-26 00:00:00,0.957,0.957
0.0,2020-02-27 00:00:00,0.9599,0.9599
0.0,2020-02-28 00:00:00,0.9408,0.9408
0.0,2020-03-02 00:00:00,0.9698,0.9698
0.0,2020-03-03 00:00:00,0.9701,0.9701
0.0,2020-03-04 00:00:00,0.9749,0.9749
0.0,2020-03-05 00:00:00,0.9876,0.9876
0.0,2020-03-06 00:00:00,0.9739,0.9739
0.0,2020-03-09 00:00:00,0.9532,0.9532
0.0,2020-03-10 00:00:00,0.9632,0.9632
0.0,2020-03-11 00:00:00,0.9556,0.9556
